Ship Full Date Description;Ship Date Key;Ship Year;Ship Season;Ship Semester;Ship Month Number Year;Ship Week Number Year;Ship Day Number Month;Ship Day Number Week;Ship Day Name Week;Holiday Key;Holiday Indicator;Weekend Indicator
42078;1166;2015;Winter;1;3;12;15;7;domingo;No Key;Non-Holiday;Weekend
42079;1167;2015;Winter;1;3;12;16;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42080;1168;2015;Winter;1;3;12;17;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42081;1169;2015;Winter;1;3;12;18;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42082;1170;2015;Winter;1;3;12;19;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42083;1171;2015;Winter;1;3;12;20;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42084;1172;2015;Spring;1;3;12;21;6;sábado;No Key;Non-Holiday;Weekend
42085;1173;2015;Spring;1;3;13;22;7;domingo;No Key;Non-Holiday;Weekend
42086;1174;2015;Spring;1;3;13;23;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42087;1175;2015;Spring;1;3;13;24;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42088;1176;2015;Spring;1;3;13;25;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42089;1177;2015;Spring;1;3;13;26;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42090;1178;2015;Spring;1;3;13;27;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42091;1179;2015;Spring;1;3;13;28;6;sábado;No Key;Non-Holiday;Weekend
42092;1180;2015;Spring;1;3;14;29;7;domingo;No Key;Non-Holiday;Weekend
42093;1181;2015;Spring;1;3;14;30;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42094;1182;2015;Spring;1;3;14;31;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42095;1183;2015;Spring;1;4;14;1;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42096;1184;2015;Spring;1;4;14;2;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42097;1185;2015;Spring;1;4;14;3;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42098;1186;2015;Spring;1;4;14;4;6;sábado;No Key;Non-Holiday;Weekend
42099;1187;2015;Spring;1;4;15;5;7;domingo;No Key;Non-Holiday;Weekend
42100;1188;2015;Spring;1;4;15;6;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42101;1189;2015;Spring;1;4;15;7;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42102;1190;2015;Spring;1;4;15;8;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42103;1191;2015;Spring;1;4;15;9;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42104;1192;2015;Spring;1;4;15;10;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42105;1193;2015;Spring;1;4;15;11;6;sábado;No Key;Non-Holiday;Weekend
42106;1194;2015;Spring;1;4;16;12;7;domingo;No Key;Non-Holiday;Weekend
42107;1195;2015;Spring;1;4;16;13;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42108;1196;2015;Spring;1;4;16;14;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42109;1197;2015;Spring;1;4;16;15;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42110;1198;2015;Spring;1;4;16;16;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42111;1199;2015;Spring;1;4;16;17;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42112;1200;2015;Spring;1;4;16;18;6;sábado;No Key;Non-Holiday;Weekend
42113;1201;2015;Spring;1;4;17;19;7;domingo;No Key;Non-Holiday;Weekend
42114;1202;2015;Spring;1;4;17;20;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42115;1203;2015;Spring;1;4;17;21;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42116;1204;2015;Spring;1;4;17;22;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42117;1205;2015;Spring;1;4;17;23;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42118;1206;2015;Spring;1;4;17;24;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42119;1207;2015;Spring;1;4;17;25;6;sábado;No Key;Non-Holiday;Weekend
42120;1208;2015;Spring;1;4;18;26;7;domingo;No Key;Non-Holiday;Weekend
42121;1209;2015;Spring;1;4;18;27;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42122;1210;2015;Spring;1;4;18;28;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42123;1211;2015;Spring;1;4;18;29;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42124;1212;2015;Spring;1;4;18;30;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42125;1213;2015;Spring;1;5;18;1;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42126;1214;2015;Spring;1;5;18;2;6;sábado;No Key;Non-Holiday;Weekend
42127;1215;2015;Spring;1;5;19;3;7;domingo;No Key;Non-Holiday;Weekend
42128;1216;2015;Spring;1;5;19;4;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42129;1217;2015;Spring;1;5;19;5;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42130;1218;2015;Spring;1;5;19;6;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42131;1219;2015;Spring;1;5;19;7;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42132;1220;2015;Spring;1;5;19;8;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42133;1221;2015;Spring;1;5;19;9;6;sábado;No Key;Non-Holiday;Weekend
42134;1222;2015;Spring;1;5;20;10;7;domingo;No Key;Non-Holiday;Weekend
42135;1223;2015;Spring;1;5;20;11;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42136;1224;2015;Spring;1;5;20;12;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42137;1225;2015;Spring;1;5;20;13;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42138;1226;2015;Spring;1;5;20;14;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42139;1227;2015;Spring;1;5;20;15;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42140;1228;2015;Spring;1;5;20;16;6;sábado;No Key;Non-Holiday;Weekend
42141;1229;2015;Spring;1;5;21;17;7;domingo;No Key;Non-Holiday;Weekend
42142;1230;2015;Spring;1;5;21;18;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42143;1231;2015;Spring;1;5;21;19;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42144;1232;2015;Spring;1;5;21;20;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42145;1233;2015;Spring;1;5;21;21;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42146;1234;2015;Spring;1;5;21;22;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42147;1235;2015;Spring;1;5;21;23;6;sábado;No Key;Non-Holiday;Weekend
42148;1236;2015;Spring;1;5;22;24;7;domingo;No Key;Non-Holiday;Weekend
42149;1237;2015;Spring;1;5;22;25;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42150;1238;2015;Spring;1;5;22;26;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42151;1239;2015;Spring;1;5;22;27;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42152;1240;2015;Spring;1;5;22;28;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42153;1241;2015;Spring;1;5;22;29;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42154;1242;2015;Spring;1;5;22;30;6;sábado;No Key;Non-Holiday;Weekend
42155;1243;2015;Spring;1;5;23;31;7;domingo;No Key;Non-Holiday;Weekend
42156;1244;2015;Spring;1;6;23;1;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42157;1245;2015;Spring;1;6;23;2;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42158;1246;2015;Spring;1;6;23;3;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42159;1247;2015;Spring;1;6;23;4;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42160;1248;2015;Spring;1;6;23;5;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42161;1249;2015;Spring;1;6;23;6;6;sábado;No Key;Non-Holiday;Weekend
42162;1250;2015;Spring;1;6;24;7;7;domingo;No Key;Non-Holiday;Weekend
42163;1251;2015;Spring;1;6;24;8;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42164;1252;2015;Spring;1;6;24;9;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42165;1253;2015;Spring;1;6;24;10;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42166;1254;2015;Spring;1;6;24;11;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42167;1255;2015;Spring;1;6;24;12;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42168;1256;2015;Spring;1;6;24;13;6;sábado;No Key;Non-Holiday;Weekend
42169;1257;2015;Spring;1;6;25;14;7;domingo;No Key;Non-Holiday;Weekend
42170;1258;2015;Spring;1;6;25;15;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42171;1259;2015;Spring;1;6;25;16;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42172;1260;2015;Spring;1;6;25;17;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42173;1261;2015;Spring;1;6;25;18;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42174;1262;2015;Spring;1;6;25;19;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42175;1263;2015;Spring;1;6;25;20;6;sábado;No Key;Non-Holiday;Weekend
42176;1264;2015;Summer;1;6;26;21;7;domingo;No Key;Non-Holiday;Weekend
42177;1265;2015;Summer;1;6;26;22;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42178;1266;2015;Summer;1;6;26;23;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42179;1267;2015;Summer;1;6;26;24;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42180;1268;2015;Summer;1;6;26;25;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42181;1269;2015;Summer;1;6;26;26;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42182;1270;2015;Summer;1;6;26;27;6;sábado;No Key;Non-Holiday;Weekend
42183;1271;2015;Summer;1;6;27;28;7;domingo;No Key;Non-Holiday;Weekend
42184;1272;2015;Summer;1;6;27;29;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42185;1273;2015;Summer;1;6;27;30;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42186;1274;2015;Summer;2;7;27;1;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42187;1275;2015;Summer;2;7;27;2;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42188;1276;2015;Summer;2;7;27;3;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42189;1277;2015;Summer;2;7;27;4;6;sábado;No Key;Non-Holiday;Weekend
42190;1278;2015;Summer;2;7;28;5;7;domingo;No Key;Non-Holiday;Weekend
42191;1279;2015;Summer;2;7;28;6;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42192;1280;2015;Summer;2;7;28;7;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42193;1281;2015;Summer;2;7;28;8;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42194;1282;2015;Summer;2;7;28;9;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42195;1283;2015;Summer;2;7;28;10;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42196;1284;2015;Summer;2;7;28;11;6;sábado;No Key;Non-Holiday;Weekend
42197;1285;2015;Summer;2;7;29;12;7;domingo;No Key;Non-Holiday;Weekend
42198;1286;2015;Summer;2;7;29;13;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42199;1287;2015;Summer;2;7;29;14;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42200;1288;2015;Summer;2;7;29;15;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42201;1289;2015;Summer;2;7;29;16;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42202;1290;2015;Summer;2;7;29;17;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42203;1291;2015;Summer;2;7;29;18;6;sábado;No Key;Non-Holiday;Weekend
42204;1292;2015;Summer;2;7;30;19;7;domingo;No Key;Non-Holiday;Weekend
42205;1293;2015;Summer;2;7;30;20;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42206;1294;2015;Summer;2;7;30;21;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42207;1295;2015;Summer;2;7;30;22;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42208;1296;2015;Summer;2;7;30;23;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42209;1297;2015;Summer;2;7;30;24;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42210;1298;2015;Summer;2;7;30;25;6;sábado;No Key;Non-Holiday;Weekend
42211;1299;2015;Summer;2;7;31;26;7;domingo;No Key;Non-Holiday;Weekend
42212;1300;2015;Summer;2;7;31;27;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42213;1301;2015;Summer;2;7;31;28;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42214;1302;2015;Summer;2;7;31;29;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42215;1303;2015;Summer;2;7;31;30;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42216;1304;2015;Summer;2;7;31;31;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42217;1305;2015;Summer;2;8;31;1;6;sábado;No Key;Non-Holiday;Weekend
42218;1306;2015;Summer;2;8;32;2;7;domingo;No Key;Non-Holiday;Weekend
42219;1307;2015;Summer;2;8;32;3;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42220;1308;2015;Summer;2;8;32;4;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42221;1309;2015;Summer;2;8;32;5;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42222;1310;2015;Summer;2;8;32;6;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42223;1311;2015;Summer;2;8;32;7;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42224;1312;2015;Summer;2;8;32;8;6;sábado;No Key;Non-Holiday;Weekend
42225;1313;2015;Summer;2;8;33;9;7;domingo;No Key;Non-Holiday;Weekend
42226;1314;2015;Summer;2;8;33;10;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42227;1315;2015;Summer;2;8;33;11;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42228;1316;2015;Summer;2;8;33;12;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42229;1317;2015;Summer;2;8;33;13;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42230;1318;2015;Summer;2;8;33;14;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42231;1319;2015;Summer;2;8;33;15;6;sábado;No Key;Non-Holiday;Weekend
42232;1320;2015;Summer;2;8;34;16;7;domingo;No Key;Non-Holiday;Weekend
42233;1321;2015;Summer;2;8;34;17;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42234;1322;2015;Summer;2;8;34;18;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42235;1323;2015;Summer;2;8;34;19;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42236;1324;2015;Summer;2;8;34;20;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42237;1325;2015;Summer;2;8;34;21;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42238;1326;2015;Summer;2;8;34;22;6;sábado;No Key;Non-Holiday;Weekend
42239;1327;2015;Summer;2;8;35;23;7;domingo;No Key;Non-Holiday;Weekend
42240;1328;2015;Summer;2;8;35;24;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42241;1329;2015;Summer;2;8;35;25;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42242;1330;2015;Summer;2;8;35;26;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42243;1331;2015;Summer;2;8;35;27;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42244;1332;2015;Summer;2;8;35;28;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42245;1333;2015;Summer;2;8;35;29;6;sábado;No Key;Non-Holiday;Weekend
42246;1334;2015;Summer;2;8;36;30;7;domingo;No Key;Non-Holiday;Weekend
42247;1335;2015;Summer;2;8;36;31;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42248;1336;2015;Summer;2;9;36;1;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42249;1337;2015;Summer;2;9;36;2;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42250;1338;2015;Summer;2;9;36;3;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42251;1339;2015;Summer;2;9;36;4;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42252;1340;2015;Summer;2;9;36;5;6;sábado;No Key;Non-Holiday;Weekend
42253;1341;2015;Summer;2;9;37;6;7;domingo;No Key;Non-Holiday;Weekend
42254;1342;2015;Summer;2;9;37;7;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42255;1343;2015;Summer;2;9;37;8;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42256;1344;2015;Summer;2;9;37;9;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42257;1345;2015;Summer;2;9;37;10;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42258;1346;2015;Summer;2;9;37;11;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42259;1347;2015;Summer;2;9;37;12;6;sábado;No Key;Non-Holiday;Weekend
42260;1348;2015;Summer;2;9;38;13;7;domingo;No Key;Non-Holiday;Weekend
42261;1349;2015;Summer;2;9;38;14;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42262;1350;2015;Summer;2;9;38;15;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42263;1351;2015;Summer;2;9;38;16;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42264;1352;2015;Summer;2;9;38;17;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42265;1353;2015;Summer;2;9;38;18;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42266;1354;2015;Summer;2;9;38;19;6;sábado;No Key;Non-Holiday;Weekend
42267;1355;2015;Summer;2;9;39;20;7;domingo;No Key;Non-Holiday;Weekend
42268;1356;2015;Autumn;2;9;39;21;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42269;1357;2015;Autumn;2;9;39;22;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42270;1358;2015;Autumn;2;9;39;23;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42271;1359;2015;Autumn;2;9;39;24;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42272;1360;2015;Autumn;2;9;39;25;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42273;1361;2015;Autumn;2;9;39;26;6;sábado;No Key;Non-Holiday;Weekend
42274;1362;2015;Autumn;2;9;40;27;7;domingo;No Key;Non-Holiday;Weekend
42275;1363;2015;Autumn;2;9;40;28;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42276;1364;2015;Autumn;2;9;40;29;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42277;1365;2015;Autumn;2;9;40;30;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42278;1366;2015;Autumn;2;10;40;1;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42279;1367;2015;Autumn;2;10;40;2;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42280;1368;2015;Autumn;2;10;40;3;6;sábado;No Key;Non-Holiday;Weekend
42281;1369;2015;Autumn;2;10;41;4;7;domingo;No Key;Non-Holiday;Weekend
42282;1370;2015;Autumn;2;10;41;5;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42283;1371;2015;Autumn;2;10;41;6;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42284;1372;2015;Autumn;2;10;41;7;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42285;1373;2015;Autumn;2;10;41;8;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42286;1374;2015;Autumn;2;10;41;9;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42287;1375;2015;Autumn;2;10;41;10;6;sábado;No Key;Non-Holiday;Weekend
42288;1376;2015;Autumn;2;10;42;11;7;domingo;No Key;Non-Holiday;Weekend
42289;1377;2015;Autumn;2;10;42;12;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42290;1378;2015;Autumn;2;10;42;13;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42291;1379;2015;Autumn;2;10;42;14;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42292;1380;2015;Autumn;2;10;42;15;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42293;1381;2015;Autumn;2;10;42;16;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42294;1382;2015;Autumn;2;10;42;17;6;sábado;No Key;Non-Holiday;Weekend
42295;1383;2015;Autumn;2;10;43;18;7;domingo;No Key;Non-Holiday;Weekend
42296;1384;2015;Autumn;2;10;43;19;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42297;1385;2015;Autumn;2;10;43;20;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42298;1386;2015;Autumn;2;10;43;21;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42299;1387;2015;Autumn;2;10;43;22;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42300;1388;2015;Autumn;2;10;43;23;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42301;1389;2015;Autumn;2;10;43;24;6;sábado;No Key;Non-Holiday;Weekend
42302;1390;2015;Autumn;2;10;44;25;7;domingo;No Key;Non-Holiday;Weekend
42303;1391;2015;Autumn;2;10;44;26;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42304;1392;2015;Autumn;2;10;44;27;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42305;1393;2015;Autumn;2;10;44;28;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42306;1394;2015;Autumn;2;10;44;29;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42307;1395;2015;Autumn;2;10;44;30;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42308;1396;2015;Autumn;2;10;44;31;6;sábado;No Key;Non-Holiday;Weekend
42309;1397;2015;Autumn;2;11;45;1;7;domingo;No Key;Non-Holiday;Weekend
42310;1398;2015;Autumn;2;11;45;2;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42311;1399;2015;Autumn;2;11;45;3;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42312;1400;2015;Autumn;2;11;45;4;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42313;1401;2015;Autumn;2;11;45;5;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42314;1402;2015;Autumn;2;11;45;6;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42315;1403;2015;Autumn;2;11;45;7;6;sábado;No Key;Non-Holiday;Weekend
42316;1404;2015;Autumn;2;11;46;8;7;domingo;No Key;Non-Holiday;Weekend
42317;1405;2015;Autumn;2;11;46;9;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42318;1406;2015;Autumn;2;11;46;10;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42319;1407;2015;Autumn;2;11;46;11;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42320;1408;2015;Autumn;2;11;46;12;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42321;1409;2015;Autumn;2;11;46;13;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42322;1410;2015;Autumn;2;11;46;14;6;sábado;No Key;Non-Holiday;Weekend
42323;1411;2015;Autumn;2;11;47;15;7;domingo;No Key;Non-Holiday;Weekend
42324;1412;2015;Autumn;2;11;47;16;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42325;1413;2015;Autumn;2;11;47;17;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42326;1414;2015;Autumn;2;11;47;18;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42327;1415;2015;Autumn;2;11;47;19;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42328;1416;2015;Autumn;2;11;47;20;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42329;1417;2015;Autumn;2;11;47;21;6;sábado;No Key;Non-Holiday;Weekend
42330;1418;2015;Autumn;2;11;48;22;7;domingo;No Key;Non-Holiday;Weekend
42331;1419;2015;Autumn;2;11;48;23;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42332;1420;2015;Autumn;2;11;48;24;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42333;1421;2015;Autumn;2;11;48;25;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42334;1422;2015;Autumn;2;11;48;26;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42335;1423;2015;Autumn;2;11;48;27;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42336;1424;2015;Autumn;2;11;48;28;6;sábado;No Key;Non-Holiday;Weekend
42337;1425;2015;Autumn;2;11;49;29;7;domingo;No Key;Non-Holiday;Weekend
42338;1426;2015;Autumn;2;11;49;30;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42339;1427;2015;Autumn;2;12;49;1;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42340;1428;2015;Autumn;2;12;49;2;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42341;1429;2015;Autumn;2;12;49;3;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42342;1430;2015;Autumn;2;12;49;4;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42343;1431;2015;Autumn;2;12;49;5;6;sábado;No Key;Non-Holiday;Weekend
42344;1432;2015;Autumn;2;12;50;6;7;domingo;No Key;Non-Holiday;Weekend
42345;1433;2015;Autumn;2;12;50;7;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42346;1434;2015;Autumn;2;12;50;8;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42347;1435;2015;Autumn;2;12;50;9;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42348;1436;2015;Autumn;2;12;50;10;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42349;1437;2015;Autumn;2;12;50;11;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42350;1438;2015;Autumn;2;12;50;12;6;sábado;No Key;Non-Holiday;Weekend
42351;1439;2015;Autumn;2;12;51;13;7;domingo;No Key;Non-Holiday;Weekend
42352;1440;2015;Autumn;2;12;51;14;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42353;1441;2015;Autumn;2;12;51;15;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42354;1442;2015;Autumn;2;12;51;16;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42355;1443;2015;Autumn;2;12;51;17;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42356;1444;2015;Autumn;2;12;51;18;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42357;1445;2015;Autumn;2;12;51;19;6;sábado;No Key;Non-Holiday;Weekend
42358;1446;2015;Autumn;2;12;52;20;7;domingo;No Key;Non-Holiday;Weekend
42359;1447;2015;Winter;2;12;52;21;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42360;1448;2015;Winter;2;12;52;22;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42361;1449;2015;Winter;2;12;52;23;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42362;1450;2015;Winter;2;12;52;24;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42363;1451;2015;Winter;2;12;52;25;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
