Order Full Date Description;Order Date Key;Order Year;Order Season;Order Semester;Order Month Number Year;Order Week Number Year;Order Day Number Month;Order Day Number Week;Order Day Name Week;HolidayKey;HolidayIndicator;WeekendIndicator
41322;398;2013;Winter;1;2;8;17;7;domingo;No Key;Non-Holiday;Weekend
41323;399;2013;Winter;1;2;8;18;1;segunda-feira;37;Holiday;Non-Weekend
41324;400;2013;Winter;1;2;8;19;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41325;401;2013;Winter;1;2;8;20;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41326;402;2013;Winter;1;2;8;21;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41327;403;2013;Winter;1;2;8;22;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41328;404;2013;Winter;1;2;8;23;6;sábado;No Key;Non-Holiday;Weekend
41329;405;2013;Winter;1;2;9;24;7;domingo;No Key;Non-Holiday;Weekend
41331;406;2013;Winter;1;2;9;26;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41332;407;2013;Winter;1;2;9;27;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41333;408;2013;Winter;1;2;9;28;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41334;409;2013;Winter;1;3;9;1;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41335;410;2013;Winter;1;3;9;2;6;sábado;No Key;Non-Holiday;Weekend
41336;411;2013;Winter;1;3;10;3;7;domingo;No Key;Non-Holiday;Weekend
41338;412;2013;Winter;1;3;10;5;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41339;413;2013;Winter;1;3;10;6;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41340;414;2013;Winter;1;3;10;7;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41341;415;2013;Winter;1;3;10;8;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41342;416;2013;Winter;1;3;10;9;6;sábado;No Key;Non-Holiday;Weekend
41343;417;2013;Winter;1;3;11;10;7;domingo;No Key;Non-Holiday;Weekend
41344;418;2013;Winter;1;3;11;11;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41345;419;2013;Winter;1;3;11;12;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41346;420;2013;Winter;1;3;11;13;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41347;421;2013;Winter;1;3;11;14;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41348;422;2013;Winter;1;3;11;15;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41349;423;2013;Winter;1;3;11;16;6;sábado;No Key;Non-Holiday;Weekend
41350;424;2013;Winter;1;3;12;17;7;domingo;No Key;Non-Holiday;Weekend
41352;425;2013;Winter;1;3;12;19;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41353;426;2013;Winter;1;3;12;20;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41354;427;2013;Spring;1;3;12;21;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41355;428;2013;Spring;1;3;12;22;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41356;429;2013;Spring;1;3;12;23;6;sábado;No Key;Non-Holiday;Weekend
41357;430;2013;Spring;1;3;13;24;7;domingo;No Key;Non-Holiday;Weekend
41359;431;2013;Spring;1;3;13;26;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41360;432;2013;Spring;1;3;13;27;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41361;433;2013;Spring;1;3;13;28;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41362;434;2013;Spring;1;3;13;29;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41363;435;2013;Spring;1;3;13;30;6;sábado;No Key;Non-Holiday;Weekend
41364;436;2013;Spring;1;3;14;31;7;domingo;38;Holiday;Weekend
41365;437;2013;Spring;1;4;14;1;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41366;438;2013;Spring;1;4;14;2;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41367;439;2013;Spring;1;4;14;3;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41368;440;2013;Spring;1;4;14;4;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41369;441;2013;Spring;1;4;14;5;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41370;442;2013;Spring;1;4;14;6;6;sábado;No Key;Non-Holiday;Weekend
41371;443;2013;Spring;1;4;15;7;7;domingo;No Key;Non-Holiday;Weekend
41373;444;2013;Spring;1;4;15;9;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41374;445;2013;Spring;1;4;15;10;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41375;446;2013;Spring;1;4;15;11;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41376;447;2013;Spring;1;4;15;12;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41377;448;2013;Spring;1;4;15;13;6;sábado;No Key;Non-Holiday;Weekend
41378;449;2013;Spring;1;4;16;14;7;domingo;No Key;Non-Holiday;Weekend
41379;450;2013;Spring;1;4;16;15;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41380;451;2013;Spring;1;4;16;16;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41381;452;2013;Spring;1;4;16;17;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41382;453;2013;Spring;1;4;16;18;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41383;454;2013;Spring;1;4;16;19;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41384;455;2013;Spring;1;4;16;20;6;sábado;No Key;Non-Holiday;Weekend
41385;456;2013;Spring;1;4;17;21;7;domingo;No Key;Non-Holiday;Weekend
41386;457;2013;Spring;1;4;17;22;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41387;458;2013;Spring;1;4;17;23;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41388;459;2013;Spring;1;4;17;24;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41389;460;2013;Spring;1;4;17;25;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41390;461;2013;Spring;1;4;17;26;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41391;462;2013;Spring;1;4;17;27;6;sábado;No Key;Non-Holiday;Weekend
41392;463;2013;Spring;1;4;18;28;7;domingo;No Key;Non-Holiday;Weekend
41393;464;2013;Spring;1;4;18;29;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41394;465;2013;Spring;1;4;18;30;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41395;466;2013;Spring;1;5;18;1;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41396;467;2013;Spring;1;5;18;2;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41397;468;2013;Spring;1;5;18;3;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41398;469;2013;Spring;1;5;18;4;6;sábado;No Key;Non-Holiday;Weekend
41399;470;2013;Spring;1;5;19;5;7;domingo;24;Holiday;Weekend
41400;471;2013;Spring;1;5;19;6;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41401;472;2013;Spring;1;5;19;7;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41402;473;2013;Spring;1;5;19;8;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41403;474;2013;Spring;1;5;19;9;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41404;475;2013;Spring;1;5;19;10;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41405;476;2013;Spring;1;5;19;11;6;sábado;No Key;Non-Holiday;Weekend
41406;477;2013;Spring;1;5;20;12;7;domingo;No Key;Non-Holiday;Weekend
41407;478;2013;Spring;1;5;20;13;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41408;479;2013;Spring;1;5;20;14;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41409;480;2013;Spring;1;5;20;15;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41410;481;2013;Spring;1;5;20;16;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41411;482;2013;Spring;1;5;20;17;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41412;483;2013;Spring;1;5;20;18;6;sábado;No Key;Non-Holiday;Weekend
41413;484;2013;Spring;1;5;21;19;7;domingo;No Key;Non-Holiday;Weekend
41414;485;2013;Spring;1;5;21;20;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41415;486;2013;Spring;1;5;21;21;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41416;487;2013;Spring;1;5;21;22;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41417;488;2013;Spring;1;5;21;23;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41418;489;2013;Spring;1;5;21;24;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41419;490;2013;Spring;1;5;21;25;6;sábado;No Key;Non-Holiday;Weekend
41420;491;2013;Spring;1;5;22;26;7;domingo;No Key;Non-Holiday;Weekend
41421;492;2013;Spring;1;5;22;27;1;segunda-feira;30;Holiday;Non-Weekend
41422;493;2013;Spring;1;5;22;28;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41423;494;2013;Spring;1;5;22;29;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41424;495;2013;Spring;1;5;22;30;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41425;496;2013;Spring;1;5;22;31;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41426;497;2013;Spring;1;6;22;1;6;sábado;No Key;Non-Holiday;Weekend
41427;498;2013;Spring;1;6;23;2;7;domingo;No Key;Non-Holiday;Weekend
41428;499;2013;Spring;1;6;23;3;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41429;500;2013;Spring;1;6;23;4;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41430;501;2013;Spring;1;6;23;5;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41431;502;2013;Spring;1;6;23;6;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41432;503;2013;Spring;1;6;23;7;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41433;504;2013;Spring;1;6;23;8;6;sábado;No Key;Non-Holiday;Weekend
41434;505;2013;Spring;1;6;24;9;7;domingo;No Key;Non-Holiday;Weekend
41435;506;2013;Spring;1;6;24;10;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41436;507;2013;Spring;1;6;24;11;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41437;508;2013;Spring;1;6;24;12;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41438;509;2013;Spring;1;6;24;13;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41439;510;2013;Spring;1;6;24;14;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41440;511;2013;Spring;1;6;24;15;6;sábado;No Key;Non-Holiday;Weekend
41441;512;2013;Spring;1;6;25;16;7;domingo;No Key;Non-Holiday;Weekend
41442;513;2013;Spring;1;6;25;17;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41443;514;2013;Spring;1;6;25;18;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41444;515;2013;Spring;1;6;25;19;3;quarta-feira;25;Holiday;Non-Weekend
41445;516;2013;Spring;1;6;25;20;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41446;517;2013;Summer;1;6;25;21;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41447;518;2013;Summer;1;6;25;22;6;sábado;No Key;Non-Holiday;Weekend
41448;519;2013;Summer;1;6;26;23;7;domingo;No Key;Non-Holiday;Weekend
41449;520;2013;Summer;1;6;26;24;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41450;521;2013;Summer;1;6;26;25;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41451;522;2013;Summer;1;6;26;26;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41452;523;2013;Summer;1;6;26;27;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41453;524;2013;Summer;1;6;26;28;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41454;525;2013;Summer;1;6;26;29;6;sábado;No Key;Non-Holiday;Weekend
41455;526;2013;Summer;1;6;27;30;7;domingo;No Key;Non-Holiday;Weekend
41456;527;2013;Summer;2;7;27;1;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41457;528;2013;Summer;2;7;27;2;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41458;529;2013;Summer;2;7;27;3;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41459;530;2013;Summer;2;7;27;4;4;quinta-feira;20;Holiday;Non-Weekend
41460;531;2013;Summer;2;7;27;5;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41461;532;2013;Summer;2;7;27;6;6;sábado;No Key;Non-Holiday;Weekend
41462;533;2013;Summer;2;7;28;7;7;domingo;No Key;Non-Holiday;Weekend
41463;534;2013;Summer;2;7;28;8;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41464;535;2013;Summer;2;7;28;9;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41465;536;2013;Summer;2;7;28;10;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41466;537;2013;Summer;2;7;28;11;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41467;538;2013;Summer;2;7;28;12;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41468;539;2013;Summer;2;7;28;13;6;sábado;No Key;Non-Holiday;Weekend
41469;540;2013;Summer;2;7;29;14;7;domingo;No Key;Non-Holiday;Weekend
41470;541;2013;Summer;2;7;29;15;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41471;542;2013;Summer;2;7;29;16;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41472;543;2013;Summer;2;7;29;17;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41473;544;2013;Summer;2;7;29;18;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41474;545;2013;Summer;2;7;29;19;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41475;546;2013;Summer;2;7;29;20;6;sábado;No Key;Non-Holiday;Weekend
41476;547;2013;Summer;2;7;30;21;7;domingo;No Key;Non-Holiday;Weekend
41478;548;2013;Summer;2;7;30;23;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41479;549;2013;Summer;2;7;30;24;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41480;550;2013;Summer;2;7;30;25;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41481;551;2013;Summer;2;7;30;26;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41482;552;2013;Summer;2;7;30;27;6;sábado;No Key;Non-Holiday;Weekend
41483;553;2013;Summer;2;7;31;28;7;domingo;No Key;Non-Holiday;Weekend
41484;554;2013;Summer;2;7;31;29;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41485;555;2013;Summer;2;7;31;30;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41486;556;2013;Summer;2;7;31;31;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41487;557;2013;Summer;2;8;31;1;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41488;558;2013;Summer;2;8;31;2;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41489;559;2013;Summer;2;8;31;3;6;sábado;No Key;Non-Holiday;Weekend
41490;560;2013;Summer;2;8;32;4;7;domingo;No Key;Non-Holiday;Weekend
41491;561;2013;Summer;2;8;32;5;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41492;562;2013;Summer;2;8;32;6;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41493;563;2013;Summer;2;8;32;7;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41494;564;2013;Summer;2;8;32;8;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41495;565;2013;Summer;2;8;32;9;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41496;566;2013;Summer;2;8;32;10;6;sábado;No Key;Non-Holiday;Weekend
41497;567;2013;Summer;2;8;33;11;7;domingo;No Key;Non-Holiday;Weekend
41498;568;2013;Summer;2;8;33;12;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41499;569;2013;Summer;2;8;33;13;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41500;570;2013;Summer;2;8;33;14;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41501;571;2013;Summer;2;8;33;15;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41502;572;2013;Summer;2;8;33;16;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41503;573;2013;Summer;2;8;33;17;6;sábado;No Key;Non-Holiday;Weekend
41504;574;2013;Summer;2;8;34;18;7;domingo;No Key;Non-Holiday;Weekend
41505;575;2013;Summer;2;8;34;19;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41506;576;2013;Summer;2;8;34;20;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41507;577;2013;Summer;2;8;34;21;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41508;578;2013;Summer;2;8;34;22;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41509;579;2013;Summer;2;8;34;23;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41510;580;2013;Summer;2;8;34;24;6;sábado;No Key;Non-Holiday;Weekend
41511;581;2013;Summer;2;8;35;25;7;domingo;No Key;Non-Holiday;Weekend
41512;582;2013;Summer;2;8;35;26;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41513;583;2013;Summer;2;8;35;27;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41514;584;2013;Summer;2;8;35;28;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41515;585;2013;Summer;2;8;35;29;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41516;586;2013;Summer;2;8;35;30;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41517;587;2013;Summer;2;8;35;31;6;sábado;27;Holiday;Weekend
41518;588;2013;Summer;2;9;36;1;7;domingo;28;Holiday;Weekend
41519;589;2013;Summer;2;9;36;2;1;segunda-feira;26;Holiday;Non-Weekend
41520;590;2013;Summer;2;9;36;3;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41521;591;2013;Summer;2;9;36;4;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41522;592;2013;Summer;2;9;36;5;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41523;593;2013;Summer;2;9;36;6;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41524;594;2013;Summer;2;9;36;7;6;sábado;No Key;Non-Holiday;Weekend
41525;595;2013;Summer;2;9;37;8;7;domingo;No Key;Non-Holiday;Weekend
41526;596;2013;Summer;2;9;37;9;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41527;597;2013;Summer;2;9;37;10;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41528;598;2013;Summer;2;9;37;11;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41529;599;2013;Summer;2;9;37;12;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41530;600;2013;Summer;2;9;37;13;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41531;601;2013;Summer;2;9;37;14;6;sábado;No Key;Non-Holiday;Weekend
41532;602;2013;Summer;2;9;38;15;7;domingo;No Key;Non-Holiday;Weekend
41533;603;2013;Summer;2;9;38;16;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41534;604;2013;Summer;2;9;38;17;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41535;605;2013;Summer;2;9;38;18;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41536;606;2013;Summer;2;9;38;19;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41537;607;2013;Summer;2;9;38;20;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41538;608;2013;Autumn;2;9;38;21;6;sábado;No Key;Non-Holiday;Weekend
41539;609;2013;Autumn;2;9;39;22;7;domingo;No Key;Non-Holiday;Weekend
41540;610;2013;Autumn;2;9;39;23;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41541;611;2013;Autumn;2;9;39;24;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41542;612;2013;Autumn;2;9;39;25;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41543;613;2013;Autumn;2;9;39;26;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41544;614;2013;Autumn;2;9;39;27;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41545;615;2013;Autumn;2;9;39;28;6;sábado;No Key;Non-Holiday;Weekend
41546;616;2013;Autumn;2;9;40;29;7;domingo;No Key;Non-Holiday;Weekend
41547;617;2013;Autumn;2;9;40;30;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41548;618;2013;Autumn;2;10;40;1;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41549;619;2013;Autumn;2;10;40;2;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41550;620;2013;Autumn;2;10;40;3;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41551;621;2013;Autumn;2;10;40;4;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41552;622;2013;Autumn;2;10;40;5;6;sábado;No Key;Non-Holiday;Weekend
41553;623;2013;Autumn;2;10;41;6;7;domingo;No Key;Non-Holiday;Weekend
